MovieID,description,
1549,"Set in the 1950s, Rough Magic tells the story of what happens when a pretty apprentice magician goes to Mexico to escape her fiancé, a wealthy politician, and to find a Mayan shaman who will teach her ancient principles of magic. She",
1550,"An actor poses as a lawyer to help his sick friend, and problems develop.",
1551,"A depiction of the true life story of Gertrude Lintz, an eccentric 1920&apos;s socialite who tries to raise a gorilla, like many chimps before him, as part of her family.",
1552,Newly paroled ex-con and former U.S. Ranger Cameron Poe finds himself trapped in a prisoner transport plane when the passengers seize control.,
1553,"High School basketball coach, Dinah Groshardt, falls for the school secretary, Carly Lumpkin, and upsets the entire school in the process.",
1554,A woman with a body writing fetish seeks to find a combined lover and calligrapher.,
1555,"Bao Jia plays a yacht owner who specializes in receiving tourists for sea fishing. Originally, his life was superior. Later, when I went to the hotel to collect money, I met Bacall, a mysterious and sexy female pickpocket, who was suddenly distracted. After a series of events, Bogart decided to risk transporting Bacall and French underground elements to the United States",
1556,A computer hacker breaks into the computer system of the Seabourn Legend cruise liner and sets it speeding on a collision course into a gigantic oil tanker.,
1557,"Benny, a lonely drifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his accident, waiting for an insurance settleme",
1558,Donna witnesses identical murders on the same street on different days. Is this a supernatural conspiracy or is she merely cracking up?,
1559,Charlene Prickett does a step workout video for an hour.A backstage Broadway Dance film.,
1561,"Three women are apartment mates: one is about to be married, another discovers she is pregnant by her longtime boyfriend, and the third has an endless queue of men in and out of her bedroom. Sudden jiltings lead them to Vegas.",
1562,Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.,
1563,"Terry is a suicidal voyeur who treats a dying addict to a final binge, but Terry will only do this if he promises to kill him.",
1564,"Roseanna is dying of a heart condition, and all she wants is to be buried next to her daughter, in a cemetery that is getting full fast. The cemetery can&apos;t expand because Capestro, the man who owns the land next to the cemetery, won&apos;",
1565,"A prominent judge, his wife, her ex-lover, and their neighbor encounter a dead body that complicates their lives.",
1566,The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,
1567,"In 1946 Denver, an aspiring writer who enjoys irresponsible adventures with his friend, writes a letter about his life before and after the suicide attempt by his sad girlfriend who wants a commitment.",
1568,"Mildred and Doris are two middle-aged white women, from very different backgrounds, who become lovers and set up house together. Film explores the pleasures and uncertainties of later-life emotional attachment and lesbian identity in",
1569,"When a woman&apos;s long-time friend reveals he&apos;s engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.",
1570,"When metal-worshipping fanatics abduct his son, a father unleashes his dormant destructive power, as his naked rage transforms the once-feeble flesh into a grisly symbiosis of metal and tissue. Who dares to defy the ultimate body-ham",
1571,"Chloe, a young woman, is going on holidays. She entrusts her beloved cat to Madame Renée&apos;s care. But one day Madame Renée (an old lady of the neighborhood) can not find the cat. Chloe starts searching the neighborhood... This is the ",
1572,Screenwriter Paul Javal&apos;s marriage to his wife Camille disintegrates during movie production as she spends time with the producer. Layered conflicts between art and business ensue.,
1573,"To foil a terrorist plot, an FBI agent undergoes facial transplant surgery to assume the identity of the criminal mastermind who murdered his only son, but the criminal wakes up prematurely and seeks revenge.",
1574,Cab driver Michael and supermodel Sarah fall in love while her gorgeous husband Phillippe is in Madrid for two months.,
1575,When an old couple washes their gabbeh - a type of Persian rug - a young woman magically appears and tells them her life story.,
1577,"A fable unfolds. One summer day, a boy of about ten appears on the streets of Nice - no family, no possessions, no schooling, but with a brilliant smile. Mondo's most at home in gardens, fields, and at the seashore. The bustle of the city can seem to overwhelm him. He has good survival instincts, running from police and from threatening adults, and he is looking for a family. Over time, people come to know him - he helps out a street magician, befriends an old man who keeps doves in his suitcase, and finds a mother, herself an outsider. That smile is always at hand. Yet, no vagabond child sits well with the authorities. Can Nice keep this treasure of the spirit?",
1578,"The young, bright, and decent London tramp Alan Terry (Rupert Graves) accidentally witnesses a mob execution. He gets away, but leaves enough evidence for them to come looking for him amongst the homeless, and most violently: his old",
1579,"Jean-Luc Godard&apos;s densely packed rumination on the need to create order and beauty in a world ruled by chaos is divided into four distinct but tangentially related stories, including the attempts by a young group of idealists to stag",
1580,A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.,
1581,"A failed gambler, intent on meeting a rich widow, tricks his widowed brother-in-law into boarding a cruise ship as dance hosts.",
1582,Three brothers who are obsessed with animals are given permission from their parents to travel around America with a camera documenting wildlife.,
1583,A bumbling fairy godfather tries to grant a girl&apos;s wish that her cabby father lands a Broadway role.,
1584,"Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.",
1585,"In Sunray, a backwater town on Australia&apos;s Murray River, there&apos;s little to do but fish or listen to the local radio station. D.J. Ken Sherry arrives from the hustle of Brisbane to run the station; he&apos;s mid-40s, detached, thrice divor",
1586,A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,
1587,"A young boy, Conan, becomes a slave after his parents are killed and tribe destroyed by a savage warlord and sorcerer, Thulsa Doom. When he grows up he becomes a fearless, invincible fighter. Set free, he plots revenge against Thulsa",
1588,A man raised in the jungle by apes falls in love with a wealthy American heiress.,
1589,"The Sheriff of a suburban New Jersey community, populated by New York City police officers, slowly discovers the town is a front for mob connections and corruption.",
1590,A rescue crew investigates a spaceship that disappeared into a black hole and has now returned...with someone or something new on-board.,
1591,"An elite mercenary is killed, but comes back from Hell as a reluctant soldier of the Devil.",
1592,An unexpected player joins the school basketball team - a circus dog who escaped from a cruel master.,
1593,"A young advertising executive&apos;s life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.",
1594,"Two business executives--one an avowed misogynist, the other recently emotionally wounded by his love interest--set out to exact revenge on the female gender by seeking out the most innocent, uncorrupted girl they can find and ruinin",
1595,16-year-old Jesse and old friend Randolph try to foil an illegal whaler threatening Willy and his pregnant mate.,
1596,"2 young women reunite and rekindle their friendship after having said goodbye at their college graduation, six years earlier.",
1597,"A taxi driver with a penchant for conspiracy theories becomes a target after one of these theories turns out to be true. Unfortunately, to save himself, he has to figure out which theory it is.",
1598,"Frank Conner is an honest police officer who desperately needs to save his son&apos;s life. However, after losing all hope, he finds out that a criminal Peter McCabe in jail is his only savior.",
1599,A scientist for the military turns himself into a cartoon-like superhero when a version of one of his own weapons is being used against enemies.,
1600,"After being released from a psychiatric institution, a man tries to redeem himself in the eyes of his now-ex wife from the events that led up to his incarceration.",
1601,Black gangsters in 1930 Harlem fights Dutch Schultz who is trying to horn in on their numbers racket.,
1602,The several misadventures and life-lessons learned by 8-year-old Theodore &quot;Beaver&quot; Cleaver in an entertaining and hilarious tale of a small-town Ohio family and the daily trials and tribunes of life.,
1603,"Three years ago, entomologist Dr. Susan Tyler genetically created an insect to kill cockroaches carrying a virulent disease. Now, the insects are out to destroy their only predator, mankind.",
1604,"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",
1605,"A bratty teenager fakes her own kidnapping, but gets mistakenly kidnapped for real instead.",
1606,A barbarian warrior becomes a king when he defeats a king in armed combat and the king&apos;s heir conspire to overthrow him and reclaim the throne by resurrecting an evil sorceress.,
1608,"Communist Radicals hijack Air Force One with The U.S. President and his family on board. The Vice President negotiates from Washington D.C., while the President, a Veteran, fights to rescue the hostages on board.",
1609,"15 months after being stabbed 9 times by a student at work as a high school teacher in NYC, Mr. Garfield is working in LA as a substitute teacher come full-time. He refuses to be a victim anymore.",
1610,"In November 1984, the Soviet Union&apos;s best submarine captain, in a new undetectable sub, violates orders and heads for the U.S. The American CIA and military must quickly determine: Is he trying to defect, or to start a war?",
1611,Two best friends living on the streets of Portland as hustlers embark on a journey of self discovery and find their relationship stumbling along the way.,
1612,"Warren has an extra room in his apartment (and is five months behind on the rent) after his lover moves out, so a friend places an ad on his behalf for a GWM roommate. Frankie, a pizza baker (and aspiring actor), decides to move out ",
1613,Only in America. Only in Hollywood. Only in Beverly Hills could a young man with a dream make his way to the stars. Carlos is a precocious 18 year-old who returns to America from Mexico with dreams of becoming a movie star.,
1614,"Howard (Kevin Klein, Kevin Kline) is a teacher who teaches in high school. He has been diligent in teaching and educating people all his life and won the respect of friends and students. Howard's long-distance love run with his girlfriend Emily (Joan Cusack) is finally going to blossom and bear fruit. In a short time, they will enter the palace of marriage hand in hand and make a promise to keep each other for life. One day, Howard was at Emily's house, watching the Academy Awards ceremony with his fiancee. He felt incredible that the honor of the film emperor was awarded to his former students. While deeply proud, the award-winning speech of the new film emperor knocked Howard to the bottom. Howard was ""out"" in front of thousands of audiences. Sure enough, Emily was so angry that Howard couldn't clear his grievances by jumping into the Yellow River.",
1615,An intellectual billionaire and two other men struggle to band together and survive after getting stranded in the Alaskan wilderness with a blood-thirsty Kodiak Bear hunting them down.,
1616,A US Army colonel and a civilian woman supervising him must track down stolen Russian nuclear weapons before they&apos;re used by terrorists.,
1617,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",
1619,"True story of Heinrich Harrer, an Austrian mountain climber who became friends with the Dalai Lama at the time of China&apos;s takeover of Tibet.",
1620,Police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.,
1621,"One person can keep a family together and, when that one person is gone, a family can be torn apart.",
1622,Redmond is on a spiritual quest in NYC. Uncle Sam gives him a bag to deliver. That and his friend Stretch bring him in the middle of shoot-outs - not good for his angst. He meets a cute stewardess.,
1623,"A demonic djinn attempts to grant its owner three wishes, which will allow him to summon his brethren to Earth.",
1624,A family is torn apart after a father gives his valuable farm land to his daughters.,
1625,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.",
1626,A federal agent uncovers lucrative toxic waste dumps in Appalachia and must deal with the locals who want to keep their &apos;gold mine&apos; secret.,
1627,A man heading to Vegas to pay off his gambling debt before the Russian mafia kills him is forced to stop in an Arizona town where everything that can go wrong does go wrong.,
1628,"A drifter enters a small town looking for employment. While working at the local cattle ranch, he meets and falls in love with the beautiful Kitty and becomes involved in a deadly yet erotic love triangle.",
1629,"Marcy is an assistant to Senator John McGlory, who is having problems with a re-election campaign. Desperate for Irish votes, McGlory&apos;s chief of staff Nick sends Marcy to Ireland to trace McGlory&apos;s relatives or ancestors. Marcy arriv",
1630,"Harvey Dankworth is having an affair on the side, and the problems in his family life with wife Mary Jane arise. But she is also not interested in sex with him.. They start going to psychiatrists and Mary Jane starts to have wild sexual fantasies at these sessions that include her shrink Dr. Guttmacher.",
1631,"An American naval officer is recruited for an operation to eliminate his lookalike, the infamous terrorist Carlos The Jackal.",
1632,Greg Kinnear plays a carriage-shy husband in a romantic comedy about a couple trying to conceive a child.,
1633,"A reclusive beekeeper slowly pulls his dysfunctional family back together, but not without having to fight his son&apos;s previous dastardly cohorts.",
1635,"In suburban New Canaan, Connecticut, 1973, middle-class families experimenting with casual sex and substance abuse find their lives beyond their control.",
1636,"Victor Mallick returned to his home and found out that all of his friends have arranged a surprise bachelor/stag party for him. Two strippers were hired to cheer up the party. However, when some of the men accidentally killed one of ",
1639,"Holden and Banky are comic book artists. Everything&apos;s going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she&apos;s a lesbian.",
1640,A playboy gets the tables turned on him when a party is arranged with all of the women he has been two-timing are in attendance.,
1641,Six unemployed steel workers form a male striptease act. The women cheer them on to go for &quot;the full monty&quot; - total nudity.,
1642,Seven friends reunite for a week-long reunion at a summer camp in Ontario they used to attend as children which is now threatened with being closed down.,
1643,"When Queen Victoria&apos;s husband Prince Albert dies, she finds solace in her trusted servant, Mr. John Brown, but their relationship also brings scandal and turmoil.",
1644,Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.,
1645,An exceptionally adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss - the biggest opportunity of his career to date.,
1646,Fred Z. Randall is a geeky spacecraft designer who gets the chance to make his dream come true and travel to Mars.,
1647,A disgraced surgeon leaves his former life and reinvents himself as a gunshot doctor in the criminal underworld.,
1648,A mentally unbalanced young woman - who is convinced she is Jackie Kennedy - flies into a murderous rage when her brother returns home to reveal he is engaged.,
1649,"An exploration of the careers of four unrelated professionals: a lion tamer, a robotics expert, a topiary gardener, and a naked mole rat specialist.",
1650,"In this adaptation of the Henry James novel set in 19th-century New York City, a wealthy spinster with an overbearing father is pursued by a handsome fortune hunter who may be only after her money.",
1651,"A loner befriends a local celebrity, Billy Magic, but he soon begins to tell lies in order to maintain the friendship and the newfound status.",
1652,"This film documents Neil Young and Crazy Horse&apos;s 1996 concert tour. Jim Jarmusch interviews the band about their long history, and we see backstage footage from the 1970s and 1980s.",
1653,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,
1654,"In 1917, two children take a photograph, which is soon believed by some to be the first scientific evidence of the existence of fairies.",
1655,"In the peaceful town of Snowfield, Colorado something evil has wiped out the community. And now, its up to a group of people to stop it, or at least get out of Snowfield alive.",
1656,"The story of Russian emigrant Yanko Goorall and servant Amy Foster in the end of nineteenth century. When Yanko enters a farm, sick and hungry after a shipwreck, everyone is afraid of him, except for Amy.",
1657,"John O’Hagan's film 'Wonderland' provides a tender and brutal dissection of the suburban dream. Filmed in Levittown, New York, on its 50th anniversary, Hagan presents a motley crew of residents pursuing their own visions of happiness in the first mass-produced suburbia. The karaoke regular who strives to be a successful soul singer; the local girl that becomes a state beauty queen; the widower chasing the elusive 300 point ten-pin game; the couple who long to live in a 'real wood' world. Varied as they appear, the dreams of the Levittown residents rarely extend beyond the options immediately available. Hence the apparent popularity of wife swapping, a suburban alternative to the more urbane affair.",
1658,"Upon being fired, a desperate guy kidnaps a daughter of his former boss. Two angels are sent to Earth to check if love is possible in this case.",
1659,A teenage petty criminal dreams of escaping his increasingly unlawful lifestyle when he meets a sweet girl who hopes to one day travel to Alaska.,
1660,"What did little Eve see--and how will it haunt her? Husband, father and womanizer Louis Batiste is the head of an affluent family, but it&apos;s the women who rule this gothic world of secrets, lies and mystic forces.",
1661,An FBI agent tries to catch a serial killer who kidnapped his son.,
1662,"After murdering an undercover DEA agent, two corrupt cops scramble to cover up what they&apos;ve done.",
1663,Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.,
1664,"For a long time, the relationship between Bonnie (Gregoire Colin) and his father has been very indifferent. After his mother died, Bonnie never saw his father again. He and his friends came to Marseille port, where he ate with his hands. The sexy and beautiful landlady of the bakery (Valeria bunoni tetechi, Valeria Bruni Tedeschi) is Bonnie's only emotional sustenance. One day, Bonnie's 15-year-old sister Nini (Alice houri) suddenly appeared in front of her brother. When she ran away from home, she wanted to stay here for a while. What Bonnie didn't expect was that although Nini was only 15 years old, she was pregnant with a child. What's more absurd, Nini didn't know and didn't want to know who the child's biological father was. Nini in distress aroused Bonnie's desire to protect. In order to protect his sister, he did not hesitate to make enemies with the whole world.",
1665,The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.,
1666,Hugo Pool is a quirky tale of a Los Angeles pool cleaner who falls in love with a young man dying of Lou Gerhig&apos;s Disease.,
1667,"A distraught man inadvertently takes a group of children hostage in a museum while a hungry, seasoned reporter tries to resurrect his career covering the story.",
1668,"Max/W.Snipes has a one night stand with Karen/N.Kinski in NYC. He returns to his wife, 2 kids and career in LA but is affected. A year later, Max and Karen meet again by chance, but this time they&apos;re with their spouses.",
1669,A scriptwriter comes to Paris to work on her film. There she takes up tango lessons and forms a relationship with the dancer.,
1670,"Journalist Flynn from the U.S., Michael Henderson from the U.K., and their teams meet at the beginning of the Bosnian war in Sarajevo. During their reports, they find an orphanage run by the devoted Mrs. Savic near the frontline. Hen",
1671,"A hooker is found cut in two. Two cops give polygraph tests to the only suspect, James Wayland (Tim Roth), an unstable genius. After some time, the roles change.",
1672,An underdog lawyer takes on a fraudulent insurance company.,
1673,"Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.",
1674,"When a young Amish boy is sole witness to a murder, policeman John Book goes into hiding in Amish country to protect him until the trial.",
1675,"Harry Donovan is an art forger who paints a fake Rembrandt picture for five hundred thousand dollars. Marieke, the woman he meets in Paris and gets into bed with, turns out to be the art expert whom Harry&apos;s clients are using to check",
1676,"Humans in a fascist, militaristic future wage war with giant alien bugs.",
1677,A hospital resident is put in the middle of a legal battle between two half-sisters on whether to pull their comatose dad&apos;s life support. But more seems to be at stake than dad&apos;s life - his inheritance.,
1678,The life histories of four East Asian women and their daughters reflect and guide each other.,
1679,A surfer becomes the head of a major company.,
1680,"A London woman&apos;s love life and career both hinge, unknown to her, on whether or not she catches a train. We see it both ways, in parallel.",
1681,A group of martial arts warriors have only six days to save the Earth from an extra-dimensional invasion.,
1682,An insurance salesman discovers his whole life is actually a reality TV show.,
1683,"An impoverished woman who has been forced to choose between a privileged life with her wealthy aunt and her journalist lover, befriends an American heiress. When she discovers the heiress is attracted to her own lover and is dying, s",
1684,"In 1923 London, socialite Clarissa Dalloway&apos;s (Vanessa Redgrave&apos;s) well-planned party is overshadowed by the return of an old suitor she had known thirty-three years earlier.",
1685,Prep school student Daisy and her European-born grandmother Nana share the sad stories of their lives: Daisy tells Nana of her romance with young Ethan and problems in school because she&apos;s Jewish; and Nana tells of her young years un,
1686,"An American attorney on business in China is wrongfully arrested and put on trial for murder, with a female defense lawyer from the country the only key to proving his innocence.",
1687,"An imprisoned I.R.A. fighter is freed to help stop a brutal, seemingly &quot;faceless&quot; assassin from completing his next job.",
1688,"The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death.",
1689,Wallace Ritchie is mistaken for a spy and must stop a plot to assassinate international leaders at a banquet.,
1690,"200 years after her death, Ellen Ripley is revived as a powerful human/alien hybrid clone. Along with a crew of space pirates, she must again battle the deadly aliens and stop them from reaching Earth.",
1692,"An alien vessel crashes on Earth and is discovered by Cindy, Shauna and Becky, three friends beginning what they think to be a casual vacation in the mountains. The alien creatures, escaping a death sentence on their own world, are motivated only by death, destruction and a taste for blood. Ultimately, nothing stands in the way of their gruesome carnage except Cindy, aided by Matt, another visitor from beyond the stars, sent to recover the ship and bring them to justice. Together, they set out to destroy the ship, though its destruction could strand Matt on Earth forever.",
1693,"In 1839, the revolt of Mende captives aboard a Spanish owned ship causes a major controversy in the United States when the ship is captured off the coast of Long Island. The courts must decide whether the Mende are slaves or legally ",
1694,"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.",
1695,"Artemisia Gentileschi (1593-1653) was one of the first well-known female painters. The movie tells the story of her youth, when she was guided and protected by her father, the painter Orazio Gentileschi. Her professional curiosity ab",
1696,"In 1930s Berlin, a gay Jew is sent to a concentration camp under the Nazi regime.",
1697,A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.,
1698,"Ever wanted to know what guys say when they get together? This light- hearted comedy explores the male world through an amateur hockey team. Every male stereotype is analyzed, comically of course.",
1699,The antisocial son of an alcoholic father and a bipolar mother grows up in 1960s Ireland.,
1701,"Suffering from writer&apos;s block and eagerly awaiting his writing award, Harry Block remembers events from his past and scenes from his best-selling books as characters, real and fictional, come back to haunt him.",
1702,"An absent-minded professor discovers &quot;flubber,&quot; a rubber-like super-bouncy substance.",
1703,An unhappily married Manhattan socialite couple flee from the I.R.S. and end up in Amish country where they pretend to be visiting relatives.,
1704,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",
1705,"A young woman with a camera follows a man around to make a documentary about him, something he is not very happy with.",
1706,"First time on CD for this 1970 album by Eddie Palmieri's supergroup, the first to really merge black and Latin styles and musicians, resulting in a free-form brew of salsa, funk, soul, jazz, and fusion. The band also featured Charlie Palmieri, Victor Venegas, Andy Gonsalez, Bernard ""Pretty"" Purdie and Ronnie Cuber. Stateside.",
1707,"Alex Pruitt, an 8-year-old boy living in Chicago, must fend off international spies who seek a top-secret computer chip in his toy car.",
1708,"WEST AFRICA 1869 - Slave trade is illegal. There is a revolt on a slave ship - twenty four men fight for their lives. Out-gunned, the revolt fails but a second uprising is planned.",
1709,"Sydney Banks learns the hard way that being driven and educated is not the path to success. With the help of Todd Hunter her career takes off. Sydney gets pulled into corporate blackmail and murder. With the help of boyfriend Derek, ",
1710,"After suspecting her husband is playing the field, a jittery woman finds a sympathetic ear in the form of a strange man. The drawback is that her sensitive new-found friend is an obsessive psychopath.",
1711,"A visiting city reporter&apos;s assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.",
1713,"When his father died, Ernie (Nathan Lane) and Lars (Lee Evans) inherited a wire factory and an old house. Lars was driven out of his house by his snobbish wife because he refused to sell the off-line factory, and Ernie's restaurant was suddenly hit by a catastrophe and forced to live on the streets. Nike's brothers had to move to the old house left by their father. By chance, the two brothers learned that the old house they lived in was the handed down work of an architect, very artistic and worth millions. The brothers decided to decorate the house and sell it, but they found a mouse living in the house all the year round. The smart mouse had feelings for the house and didn't want the brothers to sell it, so around the ancient house, a war between man and mouse was about to begin",
1714,"A gay thirty year old lives at home and is in the midst of a serious creative funk. Rejected by numerous art schools and lacking romantic prospects, he looks to his charismatic Uncle Alfred for inspiration.",
1715,"A mousy office worker accidentally kills one of her coworkers, then proceeds to bump off a few others.",
1716,"Other Voices, Other Rooms",
1717,"Two years after the first series of murders, as Sidney acclimates to college life, someone donning the Ghostface costume begins a new string of killings.",
1718,"A botched diamond burglary and a dead publishing company executive set off a string of murders and betrayal in this suspensful, nonstop thriller!",
1719,"A bus crash in a small town brings a lawyer to the town to defend the families, but he discovers that everything is not what it seems.",
1720,"When the discovery of a five-thousand year old artifact of a humanoid reptile leads an investigative reporter to the Kronos Project, he uncovers an experimental device created to send humans through time, controlled by a ruthless mul",
1721,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",
1722,James Bond sets out to stop a media mogul&apos;s plan to induce war between China and the UK in order to obtain exclusive global media coverage.,
1723,"A retelling of Charles Dickens&apos; classic novel Oliver Twist set in a New York City contemporary underground populated by drag queens, drug abuse and prostitution.",
1724,"A brief extract of four kids&apos; lives somewhere in France. Quentin, who won a writers contest and now pays more attention to his career as an author than to his friends, beautiful Julie, his girl-friend, much more mature than she looks",
1725,Little Tree is an 8-year-old Cherokee boy who loses his parents during The Great Depression and begins living with his Indian grandparents and learning the Cherokee way of life.,
1726,A nameless drifter dons a postman&apos;s uniform and bag of mail as he begins a quest to inspire hope to the survivors living in post-apocalyptic America.,
1727,The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl&apos;s equally injured horse.,
1728,"A recent widow, who is determined to leave Scotland for Australia with her son, gets an unexpected visit from her aging mother.",
1729,"A flight attendant with a criminal past gets nabbed by the FBI for smuggling. Under pressure to become an informant against the drug dealer she works for, she must find a way to secure her future without getting killed.",
1730,"From childhood to adulthood, Tibet&apos;s fourteenth Dalai Lama deals with Chinese oppression and other problems.",
1731,The myopic millionaire defeats jewel smugglers in his usual bumbling manner.,
1732,"Jeff &quot;The Dude&quot; Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",
1733,A handyman with marital problems meets a housewife with the same.,
1734,Ludovic is an innocent seven-year-old child who provokes horror in his community when he dresses in girls clothes and insists he&apos;s a girl.,
1735,Modernization of Charles Dickens&apos; classic story finds the hapless Finn as a painter in New York City pursuing his unrequited and haughty childhood love.,
1738,A woman gets a flat tire in the desert and is abducted by a trio of desert-rat losers.,
1739,The three unstoppable Ninja brothers fight to save their hero (Hulk Hogan) and Mega Mountain Amusement Park from the vicious kid-hating Medusa (Loni Anderson).,
1740,"In a world where two men in close proximity will eventually draw guns, Rico &quot;BULLET&quot; Burke finds himself at a crossroads. Having long ago ruined his brilliant collegiate football career through his own folly, Rico must now decide whe",
1741,"A middle-aged bar owner named lutio caused a family storm because of his homosexual tendency. His son Chava was bent on going to the United States to search for gold and invest in the land, and tried to encourage his good friend Abbe to go to the United States to search for gold with him, but Abbe had fallen in love with his neighbor daughter aimita and had no intention to go to the United States with him. One day, Chava couldn't bear it and hurt a little white face put together by his father. He fled in panic and begged his good friend Abbe to sneak into the United States to search for gold with him. Abbe also sneaked into the United States with Chava in order to get some money to marry his lover. Under the coercion of her mother, who was greedy for money, After Abe went to the United States to search for gold, he was forced to promise to marry a rich old man, but unexpectedly, the old man suddenly died on the eve of his marriage",
1742,Daryl wants to go straight after years in prison. He meets a cute girl who helps him find an honest job driving. He wants to save up and open a nightclub. But then gems and mayhem pop up.,
1743,"A true story of four Jewish intellectuals born in New York and educated at City College during the 1930s, and their divergent paths over the next six decades.",
1744,"Firefighter Jesse Graves has to save ornithologist Jennifer and other people caught in a forest fire, which was set up by the lawyer of convicted killer Earl Shaye, who escaped from the prison with several of his inmates posing as fi",
1746,A student gets his senses enhanced by an experimental drug. But abuse is not an option.,
1747,"Shortly before an election, a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a Presidential sex scandal.",
1748,"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from.",
1749,"A successful playwright falls in love with his new actress Hilary (Thandie Newton) and, in an attempt to leave his wife Elena (Anna Galiena) without incident, recruits a handsome Hollywood actor (Jon Bon Jovi) to seduce her.",
1750,"Spencer Griffith&apos;s life changes when a meteor falls into a local junkyard, and he finds a Cybersuit, an exoskeleton with AI from another galaxy. When Spencer puts on the Cybersuit he becomes a different kind of person.",
1752,The partner and nephew of an armored-truck driver tries to prevent three million dollars from being taken by a gang during a catastrophic flooding caused by a severe storm.,
1753,The story of three not so bright men who come up with a series of crazy schemes to get a friend out of jail.,
1754,"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution, the killings start again, and they are very similar to Reese&apos;s style.",
1755,Two con artists&apos; plan to steal enough for a house are twisted when a pretty girl enters the picture.,
1756,"When the powers of good and evil again descend to Earth in a battle over mankind, the only hope for survival is the unborn child of an innocent woman. With the help of a mysterious stranger, she races to protect her child and save ma",
1757,"This Hong Kong-set crime drama follows the lives of a hitman, hoping to get out of the business, and his elusive female partner.",
1758,"A Venetian courtesan becomes a hero to her city, but later becomes the target of an inquisition by the Church for witchcraft.",
1759,"Brazillian urban guerrilla fighters kidnap the American Ambassador. Now, the diplomat&apos;s life hangs in the balance - helplessly caught between a government unwilling to cooperate - and his fear of the captors themselves.",
1760,World famous pop group the Spice Girls zip around London in their luxurious double decker tour bus having various adventures and performing for their fans.,
1762,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who had already invaded the ship.",
1764,A sarcastic comedy thriller about a vampire who sets out to infect the blood of a hospital and the twenty-something slackers who set out to stop him.,
1765,"A psychological thriller (...or is it?) that takes you through the mind of convicted killer, Michael Raine, and his experiences on death row... or does it? Was he guilty of killing his girlfriend or was he a victim of a conspiracy to",
1767,A man&apos;s search for his one true love whose birth he assisted in as a five-year-old.,
1768,A man goes for a walk through the countryside with his dying mother.,
1769,"A troubled hitman seeks aid from a forger to help him get papers to China. However, the drug lord has hired replacements to finish the job, and kill the hitman.",
1770,A young woman attempts to end her criminal career. But she needs love to make it.,
1771,A reporter is on the trail of a vampiric murderer who travels by plane.,
1772,"Elwood must reunite the old band, with a few new members, and go on another &quot;Mission from God.&quot;",
1773,"Suspecting that his childhood friend, a professional boxer, is having a love affair with his fiancée, a businessman starts training rigorously in order to take him down.",
1774,"Lou and Louise teach viewers how to stay safe while riding the bus or other forms of mass transportation, such as trains or the subway.",
1776,A group of young people take an old bus from Harlem to Miami to make a rap music video there.,
